0.000000000000000000e+00 5.551115123125782702e-17 8.902076187389890013e-33
3.125000000000000000e-01 5.597830975756501671e-07 7.482303637288615585e-13
6.250000000000000000e-01 5.160340205734304303e-06 4.333745862078166788e-11
9.375000000000000000e-01 6.498255828168986001e-06 1.493041055021559161e-10
1.250000000000000000e+00 1.111747729912737659e-05 1.242996547639059167e-10
1.562500000000000000e+00 6.715893254308891169e-02 2.003199072320932181e-02
1.875000000000000000e+00 1.167620174309380655e-05 4.559443184822757680e-10
2.187500000000000000e+00 1.720831913155640504e-05 2.495483950910759632e-10
2.500000000000000000e+00 1.638491459453605902e-05 4.911685563284712390e-10
2.812500000000000000e+00 4.068106623686396084e-05 7.220969875394368796e-09
3.125000000000000000e+00 8.689049548542272084e-06 4.906315007699264564e-11
3.437500000000000000e+00 5.827967229296298068e-01 2.871333470906953789e+00
3.750000000000000000e+00 2.154876029505911728e+00 7.735846027505004940e+00
4.062500000000000000e+00 9.529275984521135001e-06 1.124180298501007444e-10
4.375000000000000000e+00 5.400077609394047240e-01 2.916000240855829428e+00
4.687500000000000000e+00 5.402600056559964115e-01 2.915692741462799553e+00
5.000000000000000000e+00 5.404470100996757731e-01 2.914659530517477837e+00
5.312500000000000000e+00 5.456116195778950573e-01 2.909594005454991805e+00
5.625000000000000000e+00 2.281540141616469342e+00 9.127903978896860337e+00
5.937500000000000000e+00 2.364377878256595622e+00 1.459490360137555953e+01
6.250000000000000000e+00 6.509360747472642927e+00 1.932366593621420137e+01
6.562500000000000000e+00 4.540183440836957018e+00 8.391371856535821294e+00
6.875000000000000000e+00 6.715464654755517238e+00 1.344318352155219820e+01
7.187500000000000000e+00 6.433063335564556340e+00 1.652209681148805132e+01
7.500000000000000000e+00 7.663782150398650295e+00 1.844812362771712344e+01
7.812500000000000000e+00 5.726352450214534429e+00 1.210230301246604867e+01
8.125000000000000000e+00 7.984427436715586524e+00 1.599590475552252400e+01
8.437500000000000000e+00 7.541989458394847468e+00 1.979716716969657497e+01
8.750000000000000000e+00 6.651721498833564006e+00 1.902054282082767500e+01
9.062500000000000000e+00 1.042528803023225237e+01 2.681274596141618360e+01
9.375000000000000000e+00 6.359058727924034926e+00 1.547121497857217065e+01
9.687500000000000000e+00 6.477883141503310682e+00 2.443998039389398258e+01
0.000000000000000000e+00 4.847164650570945582e-04 1.468262533589297600e-08
3.125000000000000000e-01 5.168061143910125388e+00 2.507046824519724382e+00
6.250000000000000000e-01 6.951819191572345069e+00 1.012114022823829451e+01
9.375000000000000000e-01 7.488252912149654605e+00 9.757366264861040861e+00
1.250000000000000000e+00 1.015210678903460106e+01 3.533608625693289707e+00
1.562500000000000000e+00 1.592945398885516717e+01 2.782462102152876469e+02
1.875000000000000000e+00 9.700682204541568154e+00 1.274264501717560094e+01
2.187500000000000000e+00 1.001481757200733647e+01 8.963201540972599801e+00
2.500000000000000000e+00 1.081588590301953268e+01 4.467726172793901718e+00
2.812500000000000000e+00 1.110180616894522920e+01 2.664280906896863144e+00
3.125000000000000000e+00 1.036165105205448000e+01 1.723740585515833645e+00
3.437500000000000000e+00 1.659718636990881890e+01 7.176684567175850304e+01
3.750000000000000000e+00 1.626871916547922226e+01 9.198903342504650027e+01
4.062500000000000000e+00 1.094803604949155229e+01 5.984096808766370401e+00
4.375000000000000000e+00 1.108136221690302214e+01 3.166833114040441099e+00
4.687500000000000000e+00 1.173355913719814581e+01 3.390114287406875704e+00
5.000000000000000000e+00 1.194296086489403486e+01 7.860990231358698566e+00
5.312500000000000000e+00 1.269828352592834975e+01 2.962898107354534005e+01
5.625000000000000000e+00 1.562876400657120612e+01 2.711211239098475403e+02
5.937500000000000000e+00 2.586811154997723250e+01 2.557206925011597889e+02
6.250000000000000000e+00 3.076532749464695371e+01 7.065754303444896323e+02
6.562500000000000000e+00 4.689845939146980669e+01 1.350528918502332544e+03
6.875000000000000000e+00 4.765088780771262833e+01 1.421608330550131996e+03
7.187500000000000000e+00 3.081415974898113319e+01 2.123235114928359906e+02
7.500000000000000000e+00 3.123445825067895498e+01 3.504376249915490575e+02
7.812500000000000000e+00 5.521108125795676358e+01 1.517558872441205722e+03
8.125000000000000000e+00 4.038229032883471348e+01 8.119992914224221749e+02
8.437500000000000000e+00 3.201566631232985571e+01 4.416665770987397082e+02
8.750000000000000000e+00 2.997041454994991838e+01 2.437956541568066484e+02
9.062500000000000000e+00 5.133888335900063282e+01 1.149670247048539068e+03
9.375000000000000000e+00 4.401809237007054776e+01 1.575504193585634312e+03
9.687500000000000000e+00 5.026552804430873067e+01 1.506393055975290736e+03
0.000000000000000000e+00 1.265503619666715451e+02 1.084534385448803050e+03
3.125000000000000000e-01 1.142772541112331481e+02 8.511297260123990327e+02
6.250000000000000000e-01 1.356550208310333119e+02 1.481106129667337882e+03
9.375000000000000000e-01 1.390385754400608675e+02 4.987862876760161726e+02
1.250000000000000000e+00 1.443055227689561946e+02 7.956443130666349361e+02
1.562500000000000000e+00 1.767360835353310051e+02 3.109336831192778845e+03
1.875000000000000000e+00 1.572583947757374858e+02 4.374061944000339395e+02
2.187500000000000000e+00 1.548805761768073239e+02 6.901196570877839349e+02
2.500000000000000000e+00 1.679717886756397149e+02 3.591244899196935876e+02
2.812500000000000000e+00 1.738417713553434965e+02 9.632820777834476758e+02
3.125000000000000000e+00 1.893246851100032018e+02 3.441570032824495229e+02
3.437500000000000000e+00 2.048167460506506359e+02 3.908206326002630249e+02
3.750000000000000000e+00 2.117440305769277415e+02 4.780721254273768182e+02
4.062500000000000000e+00 1.957816784015691951e+02 7.576004197193483378e+02
4.375000000000000000e+00 2.011685507285943402e+02 5.978211428941682470e+02
4.687500000000000000e+00 1.872241132106267116e+02 2.276660535609582610e+02
5.000000000000000000e+00 2.123719886562645058e+02 5.393275234437883228e+02
5.312500000000000000e+00 2.015815356341979907e+02 6.488948416934517809e+02
5.625000000000000000e+00 2.265054312271946912e+02 3.858971350882109164e+02
5.937500000000000000e+00 2.165954664025297518e+02 3.436564697298113629e+02
6.250000000000000000e+00 2.269586047223970127e+02 2.470361608190545155e+02
6.562500000000000000e+00 2.349774982241572729e+02 5.437793707672691426e+02
6.875000000000000000e+00 2.302754027596686797e+02 1.505596635844436832e+02
7.187500000000000000e+00 2.283416484321181485e+02 3.318652063657437452e+02
7.500000000000000000e+00 2.330156455218566407e+02 3.272080002135920154e+02
7.812500000000000000e+00 2.292108954388986035e+02 2.924348156687298115e+02
8.125000000000000000e+00 2.480018689754192565e+02 4.616591076735252841e+02
8.437500000000000000e+00 2.362425343350847129e+02 6.432359816816311593e+01
8.750000000000000000e+00 2.424406314494985111e+02 6.360938396442892184e+01
9.062500000000000000e+00 2.352369234781724003e+02 4.562003137489082292e+02
9.375000000000000000e+00 2.389485599750587994e+02 5.099913254890782355e+02
9.687500000000000000e+00 2.336093821633097321e+02 1.570292574889294315e+02
0.000000000000000000e+00 1.000000000000000000e+00 1.369550182675367642e-33
3.125000000000000000e-01 9.999998705078164685e-01 3.493781611188427721e-14
6.250000000000000000e-01 9.999988808872286583e-01 2.208933866837555164e-12
9.375000000000000000e-01 9.999987706840205437e-01 4.485866512676500628e-12
1.250000000000000000e+00 9.999984241893603576e-01 7.871546048437018463e-13
1.562500000000000000e+00 9.784554628774098095e-01 2.062723050480592610e-03
